Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Acceleration X,Acceleration Y,Channel 9,Velocity X,Velocity Y,Channel 12,Displacement X,DIsplacement Y,Channel 15
772,65,-8737,1151,112,-12814,0,-0.12,-43.14,-0.01,-0.01,-128.58,-0.01,-0.02,-192.99
773,64,-8731,1152,111,-12808,0,-0.12,-43.13,-0.01,-0.01,-128.58,-0.01,-0.02,-192.99
775,67,-8726,1154,114,-12803,0,-0.11,-43.12,-0.01,-0.01,-128.58,-0.01,-0.02,-192.99
774,65,-8729,1153,112,-12806,0,-0.11,-43.12,-0.01,-0.01,-128.58,-0.01,-0.02,-192.99
775,62,-8725,1154,109,-12802,0,0,-43.12,-0.01,-0.01,-128.58,-0.01,-0.02,-192.99
779,64,-8720,1158,111,-12797,0,0,-43.11,-0.01,-0.02,-129.45,-0.01,-0.02,-195.6
777,66,-8725,1156,113,-12802,0,0,-43.12,-0.01,-0.02,-129.45,-0.01,-0.02,-195.6
774,60,-8728,1153,107,-12805,0,0,-43.12,-0.01,-0.02,-129.45,-0.01,-0.02,-195.6
774,63,-8731,1153,110,-12808,0,0,-43.13,-0.01,-0.02,-129.45,-0.01,-0.02,-195.6
772,59,-8720,1151,106,-12797,0,0,-43.1,-0.01,-0.02,-129.45,-0.01,-0.02,-195.6
769,61,-8724,1148,108,-12801,0,0,-43.11,-0.01,-0.02,-129.45,-0.01,-0.02,-195.6
770,61,-8720,1149,108,-12797,0,0,-43.1,-0.01,-0.02,-129.45,-0.01,-0.02,-195.6
768,60,-8725,1147,107,-12802,0,0,-43.11,-0.01,-0.02,-129.45,-0.01,-0.02,-195.6
782,51,-8733,1161,99,-12810,0,0,-43.14,-0.01,-0.02,-130.32,-0.01,-0.02,-198.22
776,59,-8727,1155,107,-12804,0,0,-43.12,-0.01,-0.02,-130.32,-0.01,-0.02,-198.22
781,60,-8732,1159,108,-12809,0,0,-43.13,-0.01,-0.02,-130.32,-0.01,-0.02,-198.22
787,59,-8732,1165,107,-12809,0,0,-43.13,-0.01,-0.02,-130.32,-0.01,-0.02,-198.22
783,57,-8737,1161,105,-12814,0,0,-43.15,-0.01,-0.02,-130.32,-0.01,-0.02,-198.22
778,61,-8724,1156,109,-12801,0,0,-43.11,-0.01,-0.02,-130.32,-0.01,-0.02,-198.22
773,64,-8729,1151,112,-12806,0,0,-43.12,-0.01,-0.02,-130.32,-0.01,-0.02,-198.22
780,62,-8733,1158,110,-12810,0,0,-43.13,-0.01,-0.02,-130.32,-0.01,-0.02,-198.22
776,62,-8728,1154,110,-12805,0,0,-43.12,-0.01,-0.02,-131.18,-0.01,-0.02,-200.82
775,70,-8735,1154,117,-12812,0,0,-43.14,-0.01,-0.02,-131.18,-0.01,-0.02,-200.82
768,59,-8730,1147,107,-12807,0,0,-43.12,-0.01,-0.02,-131.18,-0.01,-0.02,-200.82
758,62,-8736,1137,110,-12813,0,0,-43.14,-0.01,-0.02,-131.18,-0.01,-0.02,-200.82
762,59,-8736,1141,107,-12813,0,0,-43.14,-0.01,-0.02,-131.18,-0.01,-0.02,-200.82
767,56,-8742,1146,104,-12819,0,0,-43.16,-0.01,-0.02,-131.18,-0.01,-0.02,-200.82
769,59,-8740,1148,107,-12817,0,0,-43.15,-0.01,-0.02,-131.18,-0.01,-0.02,-200.82
770,63,-8729,1149,111,-12806,0,0,-43.12,-0.01,-0.02,-131.18,-0.01,-0.02,-200.82
776,59,-8726,1155,107,-12803,0,0,-43.12,-0.01,-0.02,-132.04,-0.01,-0.02,-203.48
782,55,-8720,1161,103,-12797,0,0,-43.11,-0.01,-0.02,-132.04,-0.01,-0.02,-203.48
779,62,-8723,1158,110,-12800,0,0,-43.11,-0.01,-0.02,-132.04,-0.01,-0.02,-203.48
772,62,-8731,1151,110,-12808,0,0,-43.13,-0.01,-0.02,-132.04,-0.01,-0.02,-203.48
779,60,-8726,1158,108,-12803,0,0,-43.12,-0.01,-0.02,-132.04,-0.01,-0.02,-203.48
777,68,-8721,1155,116,-12798,0,0,-43.11,-0.01,-0.02,-132.04,-0.01,-0.02,-203.48
776,66,-8727,1154,114,-12804,0,0,-43.12,-0.01,-0.02,-132.04,-0.01,-0.02,-203.48
777,66,-8723,1155,114,-12800,0,0,-43.11,-0.01,-0.02,-132.04,-0.01,-0.02,-203.48
778,70,-8737,1156,118,-12814,0,0,-43.15,-0.01,-0.02,-132.91,-0.01,-0.02,-206.15
781,67,-8726,1159,115,-12803,0,0,-43.12,-0.01,-0.02,-132.91,-0.01,-0.02,-206.15
777,65,-8735,1155,113,-12812,0,0,-43.14,-0.01,-0.02,-132.91,-0.01,-0.02,-206.15
779,68,-8728,1157,116,-12805,0,0,-43.12,-0.01,-0.02,-132.91,-0.01,-0.02,-206.15
780,65,-8731,1158,112,-12808,0,0,-43.13,-0.01,-0.02,-132.91,-0.01,-0.02,-206.15
780,65,-8728,1158,112,-12805,0,0,-43.12,-0.01,-0.02,-132.91,-0.01,-0.02,-206.15
779,62,-8731,1157,109,-12808,0,0,-43.13,-0.01,-0.02,-132.91,-0.01,-0.02,-206.15
776,64,-8730,1154,111,-12807,0,0,-43.13,-0.01,-0.02,-132.91,-0.01,-0.02,-206.15
775,61,-8728,1153,109,-12805,0,0,-43.12,-0.01,-0.02,-133.78,-0.01,-0.02,-208.85
778,55,-8720,1156,103,-12797,0,0,-43.1,-0.01,-0.02,-133.78,-0.01,-0.02,-208.85
774,63,-8724,1152,111,-12801,0,0,-43.11,-0.01,-0.02,-133.78,-0.01,-0.02,-208.85
766,66,-8723,1144,114,-12800,0,0,-43.11,-0.01,-0.02,-133.78,-0.01,-0.02,-208.85
763,59,-8717,1141,107,-12794,0,0,-43.09,-0.01,-0.02,-133.78,-0.01,-0.02,-208.85
774,62,-8720,1152,110,-12797,0,0,-43.1,-0.01,-0.02,-133.78,-0.01,-0.02,-208.85
775,62,-8719,1153,110,-12796,0,0,-43.1,-0.01,-0.02,-133.78,-0.01,-0.02,-208.85
774,65,-8725,1152,113,-12802,0,0,-43.12,-0.01,-0.02,-133.78,-0.01,-0.02,-208.85
778,66,-8720,1156,114,-12797,0,0,-43.1,-0.01,-0.02,-134.63,-0.01,-0.02,-211.52
785,62,-8724,1163,109,-12801,0,0,-43.12,-0.01,-0.02,-134.63,-0.01,-0.02,-211.52
784,53,-8720,1162,101,-12797,0,0,-43.11,-0.01,-0.02,-134.63,-0.01,-0.02,-211.52
781,53,-8724,1159,101,-12801,0,0,-43.11,-0.01,-0.02,-134.63,-0.01,-0.02,-211.52
773,56,-8734,1151,104,-12811,0,0,-43.14,-0.01,-0.02,-134.63,-0.01,-0.02,-211.52
770,53,-8732,1148,101,-12809,0,0,-43.13,-0.01,-0.02,-134.63,-0.01,-0.02,-211.52
772,55,-8734,1150,103,-12811,0,0,-43.14,-0.01,-0.02,-134.63,-0.01,-0.02,-211.52
767,63,-8733,1145,111,-12810,0,0,-43.13,-0.01,-0.02,-134.63,-0.01,-0.02,-211.52
773,55,-8738,1151,103,-12815,0,0,-43.15,-0.01,-0.02,-135.5,-0.01,-0.02,-214.24
780,58,-8723,1158,106,-12800,0,0,-43.11,-0.01,-0.02,-135.5,-0.01,-0.02,-214.24
780,61,-8729,1158,109,-12806,0,0,-43.12,-0.01,-0.02,-135.5,-0.01,-0.02,-214.24
778,63,-8726,1156,111,-12803,0,0,-43.12,-0.01,-0.02,-135.5,-0.01,-0.02,-214.24
774,62,-8723,1152,110,-12800,0,0,-43.11,-0.01,-0.02,-135.5,-0.01,-0.02,-214.24
775,66,-8727,1153,114,-12804,0,0,-43.12,-0.01,-0.02,-135.5,-0.01,-0.02,-214.24
776,65,-8732,1154,113,-12809,0,0,-43.13,-0.01,-0.02,-135.5,-0.01,-0.02,-214.24
773,66,-8732,1151,114,-12809,0,0,-43.13,-0.01,-0.02,-135.5,-0.01,-0.02,-214.24
767,62,-8730,1145,110,-12807,0,0,-43.12,-0.01,-0.02,-136.37,-0.01,-0.02,-216.99
771,61,-8728,1149,109,-12805,0,0,-43.12,-0.01,-0.02,-136.37,-0.01,-0.02,-216.99
779,67,-8729,1157,115,-12806,0,0,-43.12,-0.01,-0.02,-136.37,-0.01,-0.02,-216.99
783,70,-8720,1161,117,-12797,0,0,-43.11,-0.01,-0.02,-136.37,-0.01,-0.02,-216.99
780,68,-8716,1158,115,-12794,0,0,-43.1,-0.01,-0.02,-136.37,-0.01,-0.02,-216.99
776,64,-8729,1154,111,-12806,0,0,-43.12,-0.01,-0.02,-136.37,-0.01,-0.02,-216.99
777,59,-8731,1155,106,-12808,0,0,-43.13,-0.01,-0.02,-136.37,-0.01,-0.02,-216.99
781,64,-8719,1159,111,-12796,0,0,-43.1,-0.01,-0.02,-136.37,-0.01,-0.02,-216.99
782,65,-8725,1160,112,-12802,0,0,-43.12,-0.01,-0.02,-137.23,-0.01,-0.02,-219.71
773,64,-8725,1151,111,-12802,0,0,-43.12,-0.01,-0.02,-137.23,-0.01,-0.02,-219.71
776,62,-8723,1154,109,-12800,0,0,-43.11,-0.01,-0.02,-137.23,-0.01,-0.02,-219.71
768,59,-8720,1146,106,-12797,0,0,-43.1,-0.01,-0.02,-137.23,-0.01,-0.02,-219.71
768,61,-8714,1146,108,-12791,0,0,-43.09,-0.01,-0.02,-137.23,-0.01,-0.02,-219.71
766,59,-8707,1144,106,-12784,0,0,-43.07,-0.01,-0.02,-137.23,-0.01,-0.02,-219.71
772,58,-8718,1150,106,-12795,0,0,-43.1,-0.01,-0.02,-137.23,-0.01,-0.02,-219.71
772,54,-8725,1150,102,-12802,0,0,-43.12,-0.01,-0.02,-137.23,-0.01,-0.02,-219.71
776,54,-8725,1154,102,-12802,0,0,-43.12,-0.01,-0.02,-138.09,-0.01,-0.02,-222.49
774,52,-8723,1152,100,-12800,0,0,-43.11,-0.01,-0.02,-138.09,-0.01,-0.02,-222.49
776,57,-8723,1154,105,-12800,0,0,-43.11,-0.01,-0.02,-138.09,-0.01,-0.02,-222.49
773,61,-8730,1151,109,-12807,0,0,-43.13,-0.01,-0.02,-138.09,-0.01,-0.02,-222.49
776,58,-8726,1154,106,-12803,0,0,-43.12,-0.01,-0.02,-138.09,-0.01,-0.02,-222.49
781,62,-8725,1159,110,-12802,0,0,-43.12,-0.01,-0.02,-138.09,-0.01,-0.02,-222.49
775,62,-8734,1153,110,-12811,0,0,-43.14,-0.01,-0.02,-138.09,-0.01,-0.02,-222.49
770,54,-8732,1148,102,-12809,0,0,-43.13,-0.01,-0.02,-138.09,-0.01,-0.02,-222.49
773,50,-8734,1151,98,-12811,0,0,-43.14,-0.01,-0.02,-138.96,-0.01,-0.02,-225.28
767,51,-8736,1145,99,-12813,0,0,-43.14,-0.01,-0.02,-138.96,-0.01,-0.02,-225.28
771,53,-8725,1149,101,-12802,0,0,-43.12,-0.01,-0.02,-138.96,-0.01,-0.02,-225.28
775,56,-8718,1153,104,-12796,0,0,-43.1,-0.01,-0.02,-138.96,-0.01,-0.02,-225.28
774,58,-8724,1152,106,-12801,0,0,-43.11,-0.01,-0.02,-138.96,-0.01,-0.02,-225.28
770,57,-8732,1148,105,-12809,0,0,-43.13,-0.01,-0.02,-138.96,-0.01,-0.02,-225.28
773,60,-8728,1151,108,-12806,0,0,-43.13,-0.01,-0.02,-138.96,-0.01,-0.02,-225.28
771,61,-8727,1149,109,-12805,0,0,-43.12,-0.01,-0.02,-138.96,-0.01,-0.02,-225.28
775,57,-8727,1153,105,-12805,0,0,-43.12,-0.01,-0.02,-139.83,-0.01,-0.02,-228.1
776,58,-8728,1154,106,-12806,0,0,-43.13,-0.01,-0.02,-139.83,-0.01,-0.02,-228.1
774,65,-8726,1152,113,-12804,0,0,-43.12,-0.01,-0.02,-139.83,-0.01,-0.02,-228.1
777,65,-8725,1155,113,-12803,0,0,-43.12,-0.01,-0.02,-139.83,-0.01,-0.02,-228.1
775,65,-8733,1153,113,-12811,0,0,-43.14,-0.01,-0.02,-139.83,-0.01,-0.02,-228.1
776,68,-8737,1154,116,-12815,0,0,-43.15,-0.01,-0.02,-139.83,-0.01,-0.02,-228.1
773,74,-8738,1151,122,-12816,0,0,-43.15,-0.01,-0.02,-139.83,-0.01,-0.02,-228.1
779,75,-8742,1157,123,-12820,0,0,-43.16,-0.01,-0.02,-139.83,-0.01,-0.02,-228.1
776,70,-8739,1154,118,-12817,0,0,-43.16,-0.01,-0.02,-140.68,-0.01,-0.02,-230.89
773,70,-8728,1151,118,-12806,0,0,-43.13,-0.01,-0.02,-140.68,-0.01,-0.02,-230.89
775,71,-8730,1153,119,-12807,0,0,-43.13,-0.01,-0.02,-140.68,-0.01,-0.02,-230.89
775,67,-8723,1153,115,-12800,0,0,-43.11,-0.01,-0.02,-140.68,-0.01,-0.02,-230.89
782,61,-8716,1160,109,-12793,0,0,-43.1,-0.01,-0.02,-140.68,-0.01,-0.02,-230.89
780,58,-8725,1158,106,-12802,0,0,-43.12,-0.01,-0.02,-140.68,-0.01,-0.02,-230.89
774,57,-8725,1152,105,-12802,0,0,-43.12,-0.01,-0.02,-140.68,-0.01,-0.02,-230.89
774,59,-8734,1152,107,-12811,0,0,-43.14,-0.01,-0.02,-140.68,-0.01,-0.02,-230.89
772,60,-8728,1150,108,-12805,0,0,-43.12,-0.01,-0.02,-141.55,-0.01,-0.02,-233.74
773,60,-8720,1151,108,-12797,0,0,-43.1,-0.01,-0.02,-141.55,-0.01,-0.02,-233.74
780,64,-8725,1158,112,-12802,0,0,-43.12,-0.01,-0.02,-141.55,-0.01,-0.02,-233.74
774,63,-8726,1152,111,-12803,0,0,-43.12,-0.01,-0.02,-141.55,-0.01,-0.02,-233.74
776,62,-8725,1154,110,-12802,0,0,-43.12,-0.01,-0.02,-141.55,-0.01,-0.02,-233.74
775,62,-8728,1153,110,-12805,0,0,-43.12,-0.01,-0.02,-141.55,-0.01,-0.02,-233.74
774,61,-8733,1152,109,-12810,0,0,-43.13,-0.01,-0.02,-141.55,-0.01,-0.02,-233.74
774,59,-8735,1152,107,-12812,0,0,-43.14,-0.01,-0.02,-141.55,-0.01,-0.02,-233.74
778,62,-8734,1156,110,-12811,0,0,-43.14,-0.01,-0.02,-142.42,-0.01,-0.02,-236.6
774,66,-8737,1152,114,-12814,0,0,-43.14,-0.01,-0.02,-142.42,-0.01,-0.02,-236.6
776,72,-8736,1154,120,-12813,0,0,-43.14,-0.01,-0.02,-142.42,-0.01,-0.02,-236.6
777,66,-8736,1155,114,-12813,0,0,-43.14,-0.01,-0.02,-142.42,-0.01,-0.02,-236.6
771,65,-8733,1149,113,-12810,0,0,-43.13,-0.01,-0.02,-142.42,-0.01,-0.02,-236.6
767,63,-8731,1145,111,-12808,0,0,-43.13,-0.01,-0.02,-142.42,-0.01,-0.02,-236.6
770,67,-8725,1148,115,-12802,0,0,-43.12,-0.01,-0.02,-142.42,-0.01,-0.02,-236.6
775,62,-8719,1153,110,-12796,0,0,-43.1,-0.01,-0.02,-142.42,-0.01,-0.02,-236.6
772,58,-8729,1150,106,-12806,0,0,-43.12,-0.01,-0.02,-143.29,-0.01,-0.03,-239.49
778,66,-8726,1156,114,-12803,0,0,-43.12,-0.01,-0.02,-143.29,-0.01,-0.03,-239.49
776,73,-8734,1154,121,-12811,0,0,-43.14,-0.01,-0.02,-143.29,-0.01,-0.03,-239.49
770,74,-8730,1148,122,-12807,0,0,-43.13,-0.01,-0.02,-143.29,-0.01,-0.03,-239.49
772,64,-8723,1150,112,-12800,0,0,-43.11,-0.01,-0.02,-143.29,-0.01,-0.03,-239.49
764,61,-8732,1142,109,-12809,0,0,-43.13,-0.01,-0.02,-143.29,-0.01,-0.03,-239.49
773,61,-8725,1152,109,-12802,0,0,-43.12,-0.01,-0.02,-143.29,-0.01,-0.03,-239.49
773,65,-8727,1151,113,-12804,0,0,-43.12,-0.01,-0.02,-143.29,-0.01,-0.03,-239.49
769,62,-8731,1148,110,-12808,0,0,-43.13,-0.01,-0.02,-144.14,-0.01,-0.03,-242.34
771,61,-8734,1150,109,-12811,0,0,-43.14,-0.01,-0.02,-144.14,-0.01,-0.03,-242.34
775,60,-8731,1153,108,-12808,0,0,-43.13,-0.01,-0.02,-144.14,-0.01,-0.03,-242.34
782,68,-8734,1160,115,-12811,0,0,-43.14,-0.01,-0.02,-144.14,-0.01,-0.03,-242.34
779,71,-8730,1157,118,-12807,0,0,-43.13,-0.01,-0.02,-144.14,-0.01,-0.03,-242.34
781,68,-8739,1159,115,-12816,0,0,-43.15,-0.01,-0.02,-144.14,-0.01,-0.03,-242.34
783,61,-8738,1161,108,-12815,0,0,-43.15,-0.01,-0.02,-144.14,-0.01,-0.03,-242.34
781,59,-8730,1159,106,-12807,0,0,-43.13,-0.01,-0.02,-144.14,-0.01,-0.03,-242.34
774,61,-8717,1152,108,-12794,0,0,-43.1,-0.01,-0.02,-145.01,-0.01,-0.03,-245.26
783,58,-8719,1161,105,-12796,0,0,-43.1,-0.01,-0.02,-145.01,-0.01,-0.03,-245.26
787,66,-8727,1165,113,-12804,0,0,-43.12,-0.01,-0.02,-145.01,-0.01,-0.03,-245.26
775,61,-8727,1153,108,-12804,0,0,-43.12,-0.01,-0.02,-145.01,-0.01,-0.03,-245.26
774,61,-8737,1152,108,-12814,0,0,-43.14,-0.01,-0.02,-145.01,-0.01,-0.03,-245.26
774,58,-8735,1152,105,-12812,0,0,-43.14,-0.01,-0.02,-145.01,-0.01,-0.03,-245.26
784,56,-8728,1162,103,-12805,0,0,-43.12,-0.01,-0.02,-145.01,-0.01,-0.03,-245.26
782,57,-8733,1160,105,-12810,0,0,-43.13,-0.01,-0.02,-145.01,-0.01,-0.03,-245.26
776,61,-8728,1154,108,-12805,0,0,-43.12,-0.01,-0.02,-145.88,-0.01,-0.03,-248.2
773,61,-8727,1151,108,-12804,0,0,-43.12,-0.01,-0.02,-145.88,-0.01,-0.03,-248.2
774,59,-8731,1152,106,-12808,0,0,-43.13,-0.01,-0.02,-145.88,-0.01,-0.03,-248.2
783,65,-8733,1161,112,-12810,0,0,-43.14,-0.01,-0.02,-145.88,-0.01,-0.03,-248.2
774,72,-8733,1152,119,-12810,0,0,-43.13,-0.01,-0.02,-145.88,-0.01,-0.03,-248.2
773,62,-8733,1151,109,-12810,0,0,-43.13,-0.01,-0.02,-145.88,-0.01,-0.03,-248.2
770,55,-8727,1148,102,-12804,0,0,-43.12,-0.01,-0.02,-145.88,-0.01,-0.03,-248.2
768,60,-8729,1146,107,-12806,0,0,-43.12,-0.01,-0.02,-145.88,-0.01,-0.03,-248.2
763,55,-8734,1141,103,-12811,0,0,-43.13,-0.01,-0.02,-146.73,-0.01,-0.03,-251.11
764,50,-8734,1142,98,-12811,0,0,-43.13,-0.01,-0.02,-146.73,-0.01,-0.03,-251.11
769,56,-8737,1147,104,-12814,0,0,-43.14,-0.01,-0.02,-146.73,-0.01,-0.03,-251.11
772,61,-8734,1150,109,-12811,0,0,-43.14,-0.01,-0.02,-146.73,-0.01,-0.03,-251.11
776,59,-8736,1154,107,-12813,0,0,-43.14,-0.01,-0.02,-146.73,-0.01,-0.03,-251.11
772,62,-8729,1150,110,-12806,0,0,-43.12,-0.01,-0.02,-146.73,-0.01,-0.03,-251.11
773,72,-8728,1151,120,-12805,0,0,-43.12,-0.01,-0.02,-146.73,-0.01,-0.03,-251.11
774,66,-8729,1152,114,-12806,0,0,-43.12,-0.01,-0.02,-146.73,-0.01,-0.03,-251.11
776,61,-8721,1154,109,-12798,0,0,-43.11,-0.01,-0.02,-147.6,-0.01,-0.03,-254.08
773,65,-8721,1151,113,-12798,0,0,-43.11,-0.01,-0.02,-147.6,-0.01,-0.03,-254.08
770,63,-8719,1148,111,-12796,0,0,-43.1,-0.01,-0.02,-147.6,-0.01,-0.03,-254.08
771,57,-8724,1149,105,-12801,0,0,-43.11,-0.01,-0.02,-147.6,-0.01,-0.03,-254.08
771,60,-8728,1149,108,-12805,0,0,-43.12,-0.01,-0.02,-147.6,-0.01,-0.03,-254.08
774,56,-8736,1152,104,-12813,0,0,-43.14,-0.01,-0.02,-147.6,-0.01,-0.03,-254.08
775,54,-8722,1153,102,-12799,0,0,-43.11,-0.01,-0.02,-147.6,-0.01,-0.03,-254.08
779,54,-8724,1157,102,-12801,0,0,-43.11,-0.01,-0.02,-147.6,-0.01,-0.03,-254.08
779,62,-8727,1157,110,-12804,0,0,-43.12,-0.01,-0.02,-148.47,-0.01,-0.03,-257.06
780,62,-8724,1158,110,-12801,0,0,-43.12,-0.01,-0.02,-148.47,-0.01,-0.03,-257.06
781,63,-8718,1159,111,-12795,0,0,-43.1,-0.01,-0.02,-148.47,-0.01,-0.03,-257.06
779,65,-8719,1157,113,-12796,0,0,-43.1,-0.01,-0.02,-148.47,-0.01,-0.03,-257.06
775,61,-8722,1153,109,-12799,0,0,-43.11,-0.01,-0.02,-148.47,-0.01,-0.03,-257.06
770,67,-8728,1148,115,-12805,0,0,-43.12,-0.01,-0.02,-148.47,-0.01,-0.03,-257.06
769,64,-8716,1147,112,-12793,0,0,-43.09,-0.01,-0.02,-148.47,-0.01,-0.03,-257.06
768,67,-8720,1146,115,-12797,0,0,-43.1,-0.01,-0.02,-148.47,-0.01,-0.03,-257.06
768,66,-8726,1146,114,-12803,0,0,-43.12,-0.01,-0.02,-149.34,-0.01,-0.03,-260.07
778,62,-8724,1156,110,-12801,0,0,-43.11,-0.01,-0.02,-149.34,-0.01,-0.03,-260.07
777,54,-8724,1155,102,-12801,0,0,-43.11,-0.01,-0.02,-149.34,-0.01,-0.03,-260.07
779,57,-8733,1157,105,-12810,0,0,-43.13,-0.01,-0.02,-149.34,-0.01,-0.03,-260.07
781,59,-8726,1159,107,-12803,0,0,-43.12,-0.01,-0.02,-149.34,-0.01,-0.03,-260.07
777,57,-8723,1155,105,-12800,0,0,-43.11,-0.01,-0.02,-149.34,-0.01,-0.03,-260.07
778,58,-8725,1156,106,-12802,-0.03,0,-43.12,-0.01,-0.02,-149.34,-0.01,-0.03,-260.07
778,53,-8725,1156,101,-12802,-0.03,0,-43.12,-0.01,-0.02,-149.34,-0.01,-0.03,-260.07
775,53,-8733,1153,101,-12810,-0.04,0,-43.13,-0.01,-0.02,-150.19,-0.01,-0.03,-263.05
777,54,-8733,1155,102,-12810,-0.03,0,-43.13,-0.01,-0.02,-150.19,-0.01,-0.03,-263.05
773,55,-8731,1151,103,-12808,-0.04,0,-43.13,-0.01,-0.02,-150.19,-0.01,-0.03,-263.05
772,61,-8730,1150,109,-12807,-0.05,0,-43.13,-0.01,-0.02,-150.19,-0.01,-0.03,-263.05
772,61,-8731,1150,109,-12808,-0.05,0,-43.13,-0.01,-0.02,-150.19,-0.01,-0.03,-263.05
772,62,-8723,1150,110,-12800,-0.05,0,-43.11,-0.01,-0.02,-150.19,-0.01,-0.03,-263.05
772,67,-8726,1150,115,-12803,-0.05,0,-43.12,-0.01,-0.02,-150.19,-0.01,-0.03,-263.05
776,64,-8728,1154,112,-12805,-0.04,0,-43.12,-0.01,-0.02,-150.19,-0.01,-0.03,-263.05
779,59,-8730,1157,107,-12807,0,0,-43.13,-0.01,-0.02,-151.06,-0.01,-0.03,-266.09
781,60,-8728,1159,108,-12805,0,0,-43.12,-0.01,-0.02,-151.06,-0.01,-0.03,-266.09
778,58,-8730,1156,106,-12807,0,0,-43.13,-0.01,-0.02,-151.06,-0.01,-0.03,-266.09
780,66,-8729,1158,114,-12806,0,0,-43.13,-0.01,-0.02,-151.06,-0.01,-0.03,-266.09
773,65,-8721,1151,113,-12798,0,0,-43.11,-0.01,-0.02,-151.06,-0.01,-0.03,-266.09
771,70,-8720,1149,118,-12797,0,0,-43.1,-0.01,-0.02,-151.06,-0.01,-0.03,-266.09
769,62,-8719,1147,110,-12796,0,0,-43.1,-0.01,-0.02,-151.06,-0.01,-0.03,-266.09
768,61,-8729,1146,109,-12806,0,0,-43.12,-0.01,-0.02,-151.06,-0.01,-0.03,-266.09
772,63,-8733,1150,111,-12810,0,0,-43.13,-0.01,-0.02,-151.93,-0.01,-0.03,-269.15
773,64,-8730,1151,112,-12807,0,0,-43.13,-0.01,-0.02,-151.93,-0.01,-0.03,-269.15
777,67,-8734,1155,115,-12811,0,0,-43.14,-0.01,-0.02,-151.93,-0.01,-0.03,-269.15
780,63,-8727,1158,111,-12804,0,0,-43.12,-0.01,-0.02,-151.93,-0.01,-0.03,-269.15
774,67,-8723,1152,115,-12800,0,0,-43.11,-0.01,-0.02,-151.93,-0.01,-0.03,-269.15
777,66,-8723,1155,113,-12800,0,0,-43.11,-0.01,-0.02,-151.93,-0.01,-0.03,-269.15
773,64,-8723,1151,112,-12800,0,0,-43.11,-0.01,-0.02,-151.93,-0.01,-0.03,-269.15
768,64,-8711,1146,112,-12788,0,0,-43.08,-0.01,-0.02,-151.93,-0.01,-0.03,-269.15
766,57,-8715,1144,105,-12792,0,0,-43.09,-0.01,-0.02,-152.78,-0.01,-0.03,-272.17
769,58,-8708,1147,106,-12785,0,0,-43.07,-0.01,-0.02,-152.78,-0.01,-0.03,-272.17
774,66,-8718,1152,114,-12795,0,0,-43.1,-0.01,-0.02,-152.78,-0.01,-0.03,-272.17
775,62,-8721,1153,109,-12798,0,0,-43.11,-0.01,-0.02,-152.78,-0.01,-0.03,-272.17
769,58,-8719,1147,106,-12796,0,0,-43.1,-0.01,-0.02,-152.78,-0.01,-0.03,-272.17
769,64,-8722,1147,112,-12799,0,0,-43.11,-0.01,-0.02,-152.78,-0.01,-0.03,-272.17
777,69,-8718,1155,116,-12795,0,0,-43.1,-0.01,-0.02,-152.78,-0.01,-0.03,-272.17
780,56,-8724,1158,104,-12801,0,0,-43.12,-0.01,-0.02,-152.78,-0.01,-0.03,-272.17
777,59,-8727,1155,107,-12804,0,0,-43.12,-0.01,-0.02,-153.65,-0.01,-0.03,-275.27
769,55,-8726,1147,103,-12803,0,0,-43.12,-0.01,-0.02,-153.65,-0.01,-0.03,-275.27
776,65,-8735,1154,113,-12812,0,0,-43.14,-0.01,-0.02,-153.65,-0.01,-0.03,-275.27
773,70,-8727,1151,117,-12804,0,0,-43.12,-0.01,-0.02,-153.65,-0.01,-0.03,-275.27
769,67,-8726,1147,114,-12803,0,0,-43.12,-0.01,-0.02,-153.65,-0.01,-0.03,-275.27
772,68,-8723,1150,115,-12800,0,0,-43.11,-0.01,-0.02,-153.65,-0.01,-0.03,-275.27
771,69,-8724,1149,116,-12801,0,0,-43.11,-0.01,-0.02,-153.65,-0.01,-0.03,-275.27
767,62,-8710,1145,110,-12787,0,0,-43.08,-0.01,-0.02,-153.65,-0.01,-0.03,-275.27
769,65,-8715,1147,113,-12792,0,0,-43.09,-0.01,-0.02,-154.52,-0.01,-0.03,-278.38
774,62,-8718,1152,110,-12795,0,0,-43.1,-0.01,-0.02,-154.52,-0.01,-0.03,-278.38
770,56,-8720,1148,104,-12797,0,0,-43.1,-0.01,-0.02,-154.52,-0.01,-0.03,-278.38
773,58,-8730,1151,106,-12807,0,0,-43.13,-0.01,-0.02,-154.52,-0.01,-0.03,-278.38
776,61,-8729,1154,109,-12806,0,0,-43.12,-0.01,-0.02,-154.52,-0.01,-0.03,-278.38
772,62,-8732,1150,110,-12809,0,0,-43.13,-0.01,-0.02,-154.52,-0.01,-0.03,-278.38
774,61,-8727,1152,109,-12804,0,0,-43.12,-0.01,-0.02,-154.52,-0.01,-0.03,-278.38
774,65,-8730,1152,113,-12807,0,0,-43.13,-0.01,-0.02,-154.52,-0.01,-0.03,-278.38
769,57,-8728,1147,105,-12805,0,0,-43.12,-0.01,-0.02,-155.37,-0.01,-0.03,-281.46
774,59,-8729,1152,107,-12806,0,0,-43.12,-0.01,-0.02,-155.37,-0.01,-0.03,-281.46
